@relation function

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class numeric 

@data
8,-11,4,-108
9,19,21,66
-10,18,-1,-175
-27,21,2,-577
23,24,20,452
18,2,-23,151
15,-6,21,-195
13,2,19,-69
13,-27,25,-476
-1,1,-18,89
13,-26,-22,-228
-23,0,13,-65
5,-23,-19,-20
28,-24,-5,-647
8,3,-5,49
-17,-18,-16,386
29,16,-18,554
17,-18,3,-321
-9,17,-23,-38
20,9,-22,290
26,-2,-29,93
-15,2,-10,20
-12,-10,-6,150
5,13,-18,155
27,25,29,530
3,19,-18,147
-2,-7,-25,139
-7,-7,23,-66
29,-23,-20,-567
8,-25,-29,-55
-3,-13,9,-6
23,8,4,164
18,0,21,-105
5,-2,20,-110
-17,-6,5,77
-20,-22,22,330
-6,8,0,-48
-15,-15,-25,350
-5,-19,-21,200
-1,22,16,-102
13,-21,16,-353
21,-8,-6,-138
-2,21,26,-172
-11,-27,5,272
19,-16,24,-424
-14,24,-25,-211
0,-14,25,-125
-4,0,16,-80
-10,-21,23,95
8,7,-28,196
-8,-5,-22,150
-28,20,-6,-530
4,29,2,106
-28,6,-8,-128
-29,-4,-5,141
-6,22,-6,-102
0,-13,22,-110
-23,-15,21,240
0,-14,2,-10
19,21,26,269
-19,-25,23,360
-23,-27,-28,761
-28,-27,13,691
27,5,1,130
-21,-18,-15,453
-4,-27,0,108
3,-20,14,-130
29,28,-10,862
-9,-3,10,-23
13,19,6,217
16,27,15,357
21,-25,-3,-510
-22,0,29,-145
4,-29,-24,4
9,15,0,135
-23,12,-11,-221
0,-1,26,-130
27,-2,-5,-29
-21,-11,2,221
-15,-28,-22,530
-22,27,6,-624
18,-3,21,-159
-14,21,23,-409
-17,-27,-7,494
-16,16,9,-301
17,-15,23,-370
-21,17,-6,-327
11,4,-4,64
20,-24,28,-620
-12,-26,-13,377
5,-9,29,-190
-11,0,-16,80
21,15,19,220
-10,7,-5,-45
21,12,5,227
-5,8,-3,-25
-22,3,11,-121
-5,-15,-17,160
-28,-21,15,513
20,23,29,315
13,-3,18,-129
23,-6,-13,-73
13,-27,-21,-246
25,-25,-3,-610
14,0,19,-95
7,19,-28,273
24,12,27,153
23,0,11,-55
-9,-4,-3,51
1,-22,19,-117
-24,-8,-7,227
28,-10,25,-405
14,-20,1,-285
8,-11,-15,-13
-9,-2,-2,28
11,-28,-26,-178
10,-7,9,-115
-2,-29,-22,168
14,21,-25,419
-10,-25,4,230
-4,-10,-24,160
1,17,19,-78
11,-17,24,-307
25,3,27,-60
-18,-22,10,346
20,-14,-16,-200
-29,-29,6,811
17,-22,-29,-229
-23,27,21,-726
-5,1,10,-55
-10,0,6,-30
-2,12,24,-144
0,-4,15,-75
19,22,-1,423
-10,20,3,-215
9,-8,-14,-2
-4,-14,28,-84
26,-27,-25,-577
16,17,5,247
-7,-25,-25,300
19,-22,-27,-283
-13,-27,7,316
3,24,0,72
19,17,19,228
-2,-28,-24,176
-17,8,-1,-131
7,29,28,63
3,-10,-8,10
-6,27,8,-202
-14,1,-11,41
-8,-13,0,104
-5,25,11,-180
-26,-9,1,229
27,3,1,76
-16,-3,24,-72
-15,27,-10,-355
-7,-25,-8,215
26,-23,-9,-553
17,27,-16,539
-27,12,-4,-304
25,6,25,25
-3,15,-3,-30
12,23,6,246
7,7,-10,99
3,25,-1,80
4,-26,22,-214
21,13,-1,278
3,0,-29,145
-22,18,-28,-256
-12,17,18,-294
-12,-26,16,232
-29,23,-29,-522
2,-7,-3,1
13,0,23,-115
6,28,-7,203
19,7,17,48
7,-15,8,-145
1,-18,11,-73
9,-7,-25,62
22,-18,0,-396
-21,5,-18,-15
12,4,14,-22
23,23,-11,584
-6,7,-4,-22
-14,-16,18,134
27,-18,18,-576
26,-16,18,-506
23,5,-8,155
-26,-18,8,428
26,-22,-26,-442
-3,-28,-26,214
-2,-7,-29,159
29,28,23,697
-6,19,-17,-29
22,-23,28,-646
-21,-6,-7,161
17,10,6,140
0,17,19,-95
-5,-11,16,-25
-2,19,6,-68
17,-17,-28,-149
-15,19,-25,-160
-11,-10,24,-10
-19,1,-28,121
-8,-21,19,73
20,-22,-17,-355
-28,-3,3,69
-11,4,1,-49
18,19,9,297
19,-4,24,-196
15,29,13,370
2,12,-11,79
0,-27,-6,30
-1,-20,2,10
0,-24,-10,50
-12,11,26,-262
17,21,-1,362
18,21,3,363
-19,15,11,-340
8,0,-26,130
-2,-25,-19,145
-3,26,-23,37
23,23,27,394
20,-9,4,-200
5,-5,-17,60
11,3,-3,48
-18,28,-18,-414
-20,1,24,-140
-2,27,13,-119
8,19,-4,172
-28,-10,17,195
20,-9,12,-240
-28,-19,-18,622
0,13,-15,75
12,-12,-3,-129
14,1,-19,109
8,0,6,-30
-7,11,5,-102
-11,6,23,-181
-15,-2,-2,40
-28,6,-21,-63
17,17,12,229
8,26,6,178
29,-26,22,-864
-14,-9,12,66
12,3,-13,101
-4,10,-18,50
-10,20,16,-280
-14,-2,-22,138
-2,-25,0,50
-29,-12,14,278
-10,-11,21,5
19,-10,-15,-115
19,16,10,254
-7,14,-3,-83
-17,22,-22,-264
-23,1,-2,-13
17,9,-9,198
15,3,-19,140
-2,2,0,-4
24,-14,8,-376
-16,-1,3,1
-17,1,-9,28
27,23,5,596
19,-5,28,-235
0,-2,-8,40
16,23,21,263
-18,17,0,-306
-11,28,-22,-198
27,-8,0,-216
10,-6,8,-100
-26,9,-15,-159
-3,16,26,-178
-20,3,21,-165
-8,3,-25,101
26,-11,28,-426
29,-12,17,-433
11,-21,-11,-176
-27,-6,28,22
-6,2,-18,78
0,-9,9,-45
8,17,9,91
6,-8,-15,27
26,11,-22,396
-22,23,-18,-416
21,-4,-4,-64
15,0,25,-125
8,10,12,20
-18,-1,20,-82
21,-5,-7,-70
-23,18,8,-454
2,24,26,-82
20,-26,16,-600
5,26,12,70
0,28,0,0
12,-28,-7,-301
-27,27,13,-794
-5,6,-10,20
-14,4,13,-121
-24,-2,-4,68
-19,-16,-21,409
9,-26,-18,-144
23,10,-12,290
-12,28,0,-336
1,26,11,-29
20,7,-21,245
-5,-21,20,5
-26,9,-11,-179
-19,-13,27,112
13,-28,20,-464
27,21,-10,617
21,-1,5,-46
0,-10,20,-100
25,-19,-2,-465
12,5,22,-50
13,15,2,185
6,-9,-3,-39
-27,-22,3,579
12,-5,-4,-40
15,27,-21,510
5,-19,-11,-40
26,24,13,559
-10,6,-23,55
17,-26,1,-447
21,27,-14,637
-26,5,0,-130
21,-6,26,-256
7,-7,8,-89
-19,7,6,-163
-29,29,17,-926
27,-14,-6,-348
-13,26,25,-463
-23,-2,24,-74
0,-19,24,-120
-26,-13,4,318
-7,6,0,-42
-13,-12,28,16
-5,5,-26,105
16,11,15,101
27,0,0,0
-19,-18,18,252
-4,-4,-7,51
-24,-17,23,293
25,18,-2,460
6,-23,8,-178
-10,3,-17,55
17,-17,26,-419
-9,-22,-5,223
9,28,-24,372
-14,23,-9,-277
-13,22,-18,-196
18,-18,8,-364
5,8,-11,95
-22,-29,15,563
-27,10,11,-325
-19,-25,-18,565
28,2,5,31
0,-14,-21,105
-5,23,14,-185
28,26,-10,778
21,12,-9,297
19,-19,-26,-231
-22,8,-3,-161
-12,20,-7,-205
20,-17,19,-435
5,-14,-27,65
2,21,9,-3
-5,24,9,-165
26,0,15,-75
-3,-16,-26,178
-3,-25,19,-20
2,29,6,28
0,-20,-23,115
-9,-19,12,111
8,-27,10,-266
-26,1,26,-156
8,-2,-21,89
-14,19,-17,-181
19,-27,0,-513
-6,-20,-26,250
-8,-28,-19,319
-25,-8,-10,250
0,24,-27,135
-1,1,22,-111
26,-12,-23,-197
0,-19,-24,120
-17,-9,5,128
-23,-9,-2,217
-17,19,-29,-178
-4,17,-20,32
-8,-12,-15,171
-5,-29,10,95
24,-4,26,-226
5,-27,23,-250
15,-21,-6,-285
20,25,-24,620
-8,0,24,-120
0,-13,27,-135
-23,15,-5,-320
2,-8,2,-26
-3,-16,26,-82
9,-15,10,-185
4,26,-11,159
3,12,-28,176
-8,-5,-22,150
18,-25,25,-575
-28,11,-27,-173
-8,1,-6,22
25,27,15,600
-12,-15,1,175
25,2,-10,100
-27,15,-7,-370
0,-20,-26,130
5,-24,22,-230
7,7,12,-11
-16,-10,22,50
-4,10,-21,65
-9,10,1,-95
-8,-18,25,19
-1,-22,7,-13
2,21,-10,92
8,5,13,-25
16,-28,14,-518
-2,9,-1,-13
9,22,-21,303
14,29,-23,521
4,25,-29,245
-1,28,28,-168
-22,5,-4,-90
0,0,0,0
19,20,-4,400
24,-8,19,-287
28,-6,-29,-23
3,10,2,20
-2,27,1,-59
-14,-3,-9,87
2,-1,-27,133
-14,-10,27,5
25,14,-1,355
15,0,9,-45
22,21,-26,592
13,-17,9,-266
22,-3,5,-91
-23,9,0,-207
23,-4,-12,-32
3,-28,25,-209
-19,-12,0,228
-13,-13,9,124
-25,20,-23,-385
4,-20,-22,30
0,-5,-7,35
-7,-23,2,151
-27,-25,2,665
9,-19,5,-196
24,-25,-27,-465
12,18,-21,321
16,0,-18,90
11,-19,10,-259
-12,15,9,-225
-22,-23,-4,526
-25,8,14,-270
-10,-4,-27,175
-23,15,-13,-280
29,19,19,456
-2,22,15,-119
13,14,13,117
18,21,-18,468
-23,-1,16,-57
-13,-4,5,27
10,4,-4,60
5,0,24,-120
22,-14,0,-308
7,26,21,77
0,-16,0,0
20,-17,0,-340
4,-3,-18,78
-28,4,4,-132
-29,-4,1,111
6,-23,26,-268
20,-21,16,-500
4,-7,24,-148
-12,8,-24,24
17,3,-26,181
-1,-8,-10,58
-28,17,29,-621
-9,28,-26,-122
-22,13,24,-406
-2,-10,-15,95
17,13,8,181
13,7,-7,126
-3,-9,-29,172
8,-23,0,-184
21,-5,21,-210
21,-7,-7,-112
-26,25,-1,-645
-1,-1,27,-134
20,-8,3,-175
-1,-2,8,-38
2,29,-21,163
8,-13,4,-124
-23,-14,-28,462
-8,11,-14,-18
8,-14,-3,-97
21,8,2,158
15,-21,13,-380
18,-9,6,-192
27,0,29,-145
21,-20,-22,-310
10,-18,-10,-130
0,14,19,-95
-2,-25,8,10
18,-12,11,-271
-9,9,21,-186
8,29,-27,367
9,-2,-9,27
27,-13,0,-351
17,29,21,388
2,8,-20,116
-10,3,-9,15
-2,6,17,-97
-7,17,-20,-19
-17,-26,-10,492
-21,13,-8,-233
23,15,-3,360
15,0,19,-95
-14,-11,24,34
-23,-3,-29,214
-19,16,14,-374
22,6,-24,252
-2,20,-5,-15
10,24,-12,300
9,7,-14,133
17,15,-28,395
3,17,27,-84
-15,-3,-23,160
-21,16,12,-396
27,11,-7,332
-5,9,29,-190
-2,-26,29,-93
-10,-10,-16,180
-5,7,18,-125
-24,-23,-9,597
-6,-12,-23,187
21,16,-27,471
20,-17,8,-380
11,-16,-5,-151
-10,-14,-21,245
-17,-9,-3,168
-4,-8,18,-58
-5,28,9,-185
-13,-1,6,-17
5,13,-17,150
25,-16,6,-430
-6,-25,27,15
-21,4,-25,41
-2,25,0,-50
24,-28,-12,-612
24,-16,15,-459
13,20,29,115
23,23,13,464
-26,28,16,-808
29,-25,-12,-665
18,21,-14,448
12,21,-23,367
-2,0,6,-30
13,19,21,142
-14,14,16,-276
17,-12,-18,-114
-17,-1,24,-103
24,-22,5,-553
3,14,-13,107
-13,-19,8,207
-8,9,0,-72
-26,14,23,-479
-16,3,-4,-28
9,-4,-7,-1
3,-1,5,-28
11,22,12,182
28,28,-24,904
3,-12,-6,-6
1,20,-19,115
17,27,-29,604
-3,28,-19,11
3,-7,-23,94
0,16,4,-20
19,-23,21,-542
29,23,8,627
25,17,13,360
-28,-2,26,-74
8,9,-14,142
-7,-4,-27,163
1,-28,0,-28
13,11,17,58
29,-8,-9,-187
24,-8,4,-212
-26,29,17,-839
-28,13,21,-469
-9,-14,1,121
-3,18,3,-69
-15,-9,-27,270
-24,-4,-7,131
18,-4,6,-102
-12,10,1,-125
-2,21,27,-177
21,2,-25,167
26,-11,-7,-251
-14,-25,11,295
-18,15,-28,-130
25,-14,-1,-345
13,-9,26,-247
3,29,-4,107
2,-3,-18,84
12,-26,-29,-167
5,-15,-27,60
19,-23,-16,-357
16,20,19,225
11,7,-9,122
-21,4,27,-219
15,-22,-3,-315
-14,-14,-24,316
-19,-16,3,289
-26,7,1,-187
-22,28,-29,-471
-19,-18,22,232
-14,5,-26,60
-25,-27,14,605
23,-12,12,-336
-15,-17,23,140
-6,-3,-21,123
5,-10,16,-130
-13,15,-1,-190
11,8,-24,208
-21,0,-17,85
-18,0,-20,100
-24,9,21,-321
-15,11,25,-290
-20,-13,-29,405
-27,3,-23,34
29,-9,27,-396
4,-13,17,-137
-10,16,-6,-130
26,-19,28,-634
21,-13,25,-398
0,18,-26,130
6,0,-4,20
-28,-16,27,313
-27,17,-25,-334
14,-12,6,-198
2,-18,7,-71
12,-16,-15,-117
24,6,29,-1
-13,-26,17,253
2,25,28,-90
-19,28,0,-532
-19,1,11,-74
3,-3,19,-104
-25,22,19,-645
-1,11,22,-121
-12,-28,0,336
14,-13,8,-222
-7,3,-14,49
-12,28,8,-376
0,22,-6,30
-21,-29,-28,749
28,-18,-21,-399
-3,21,4,-83
19,-4,20,-176
-26,-23,-5,623
9,28,8,212
-20,-5,27,-35
2,4,26,-122
-27,-4,27,-27
-12,-17,0,204
-5,25,-10,-75
26,26,1,671
-13,-23,11,244
12,7,16,4
6,21,-18,216
1,-19,-26,111
-3,27,10,-131
11,-12,-28,8
-13,-8,-28,244
17,3,-23,166
-1,1,16,-81
-12,15,7,-215
23,-27,23,-736
15,-26,-21,-285
-11,15,-17,-80
23,24,-10,602
-21,14,-19,-199
-9,11,3,-114
-14,1,23,-129
-7,23,-4,-141
23,21,28,343
5,27,7,100
-29,0,4,-20
8,3,-26,154
-8,12,0,-96
-13,-19,17,162
2,-17,25,-159
5,19,-11,150
27,11,-15,372
-25,14,-1,-345
-21,-15,19,220
17,15,-27,390
7,22,-7,189
-15,29,14,-505
11,-9,-23,16
-3,-27,24,-39
19,7,-4,153
-16,-2,-4,52
29,14,20,306
-29,27,-11,-728
-4,15,-14,10
8,-21,27,-303
-18,2,24,-156
-14,6,26,-214
7,-7,-8,-9
-24,8,23,-307
15,15,13,160
15,3,4,25
28,-27,1,-761
28,28,28,644
-1,-28,-9,73
16,23,21,263
19,11,6,179
22,17,2,364
2,15,-25,155
-25,9,4,-245
10,15,-29,295
-11,2,-5,3
-5,14,3,-85
20,0,-27,135
-15,22,-1,-325
-22,22,22,-594
24,26,23,509
16,-2,12,-92
-17,20,-12,-280
23,10,-6,260
-16,16,19,-351
-25,-18,2,440
5,-8,-18,50
14,25,-24,470
-19,18,-11,-287
-3,4,25,-137
15,-1,-27,120
19,29,22,441
9,10,23,-25
-8,-8,11,9
17,20,-18,430
24,6,-9,189
-6,-1,14,-64
18,-27,28,-626
16,25,-13,465
-18,12,16,-296
27,-27,16,-809
13,-21,-18,-183
-13,-13,14,99
-25,2,-14,20
-15,-4,-24,180
26,1,-27,161
9,-14,-8,-86
3,6,-27,153
-16,-15,-19,335
0,11,14,-70
-24,24,23,-691
-21,21,6,-471
9,5,-26,175
22,17,-24,494
20,6,-11,175
-14,-18,-9,297
20,-26,22,-630
-26,26,6,-706
13,-29,-10,-327
-5,11,-15,20
5,17,1,80
13,-13,-29,-24
-10,-17,-21,275
-8,5,21,-145
-5,-18,22,-20
-12,25,7,-335
20,-17,-13,-275
9,9,11,26
-8,10,-12,-20
-6,-6,12,-24
0,26,-23,115
-1,-22,13,-43
29,-21,21,-714
17,7,-18,209
-2,25,-4,-30
25,-25,-2,-615
6,-10,-14,10
18,-19,24,-462
4,-19,-3,-61
26,-17,25,-567
12,20,25,115
6,5,-24,150
29,22,8,598
16,10,-10,210
20,-2,26,-170
-28,19,-9,-487
-15,-25,-18,465
20,13,7,225
21,14,-11,349
1,-2,5,-27
5,-19,-29,50
-12,-8,-5,121
0,19,-26,130
-16,-8,11,73
1,-4,20,-104
0,5,2,-10
-22,29,27,-773
10,-2,8,-60
-23,12,-6,-246
0,-12,-10,50
25,-10,-27,-115
-9,-27,8,203
-3,-26,7,43
-19,21,14,-469
8,24,-8,232
5,2,-27,145
9,8,18,-18
-20,29,-4,-560
18,-18,-18,-234
-17,9,-29,-8
18,-6,-4,-88
6,28,7,133
-1,-27,-8,67
-25,-29,-28,865
-14,19,-18,-176
15,-23,4,-365
0,-14,13,-65
0,-24,29,-145
13,-19,-27,-112
18,-3,-9,-9
18,-27,-17,-401
-17,12,11,-259
-19,-27,17,428
24,27,10,598
19,-27,-24,-393
1,27,-7,62
-25,2,20,-150
-9,19,21,-276
-12,18,-20,-116
28,-1,24,-148
22,-24,-2,-518
-16,16,-13,-191
-21,-15,8,275
20,-12,0,-240
0,-18,9,-45
-9,-12,18,18
0,26,-16,80
-14,-13,-3,197
-4,-21,21,-21
-18,0,5,-25
27,26,0,702
16,17,22,162
-22,-19,10,368
9,-8,-14,-2
15,-1,-21,90
3,5,-16,95
8,23,0,184
22,14,-21,413
14,-8,4,-132
-6,21,2,-136
-22,16,0,-352
-10,1,-10,40
-3,-24,7,37
27,19,-6,543
25,-1,-5,0
7,-21,27,-282
-12,25,13,-365
0,-22,5,-25
13,-24,-11,-257
13,20,15,185
29,6,-16,254
18,-25,10,-500
24,-18,-27,-297
16,-3,-21,57
-14,-20,-16,360
-12,11,-18,-42
22,14,12,248
-23,-9,27,72
28,24,-27,807
-4,14,7,-91
26,-22,-13,-507
20,-29,29,-725
1,12,27,-123
-7,26,4,-202
-20,0,0,0
22,-23,-3,-491
18,20,-29,505
11,4,-26,174
-28,-15,1,415
-28,21,0,-588
22,4,-10,138
5,14,-15,145
9,15,4,115
-18,-20,-25,485
-11,-16,16,96
19,12,7,193
-5,-19,-7,130
-27,-21,27,432
7,11,-14,147
-9,-2,27,-117
8,25,3,185
19,24,-3,471
-5,24,22,-230
0,23,-19,95
-21,2,3,-57
27,-16,-6,-402
-18,-25,13,385
20,18,29,215
-14,-12,-20,268
-5,-29,-12,205
-24,-15,2,350
-23,-22,1,501
-22,14,17,-393
20,4,1,75
-28,16,-16,-368
15,18,-21,375
20,11,10,170
27,-3,-12,-21
-18,2,14,-106
0,28,-16,80
25,-2,-16,30
20,0,22,-110
-24,-28,22,562
-10,-1,5,-15
23,21,-6,513
10,24,-16,320
14,10,26,10
-3,29,-26,43
-20,-12,-18,330
-8,0,-3,15
-8,0,-12,60
-5,3,21,-120
-26,29,14,-824
3,10,4,10
-20,-11,-14,290
2,1,19,-93
-10,-25,-24,370
14,-14,-20,-96
-21,-8,-4,188
-22,-11,0,242
-25,0,17,-85
-20,-23,-13,525
8,-18,-20,-44
10,-11,-9,-65
27,-22,20,-694
0,-16,18,-90
8,19,20,52
21,-2,4,-62
6,0,-17,85
-14,-10,-14,210
-10,3,-29,115
22,-21,-11,-407
14,-14,-26,-66
19,-6,27,-249
-29,-4,-11,171
-21,22,-18,-372
1,-13,22,-123
25,7,13,110
29,-13,-18,-287
-1,-24,12,-36
0,-13,22,-110
20,-3,17,-145
-11,26,1,-291
-16,24,-3,-369
18,1,-11,73
12,-20,-3,-225
-6,5,-6,0
8,-7,26,-186
-1,6,-8,34
8,-24,16,-272
19,-19,-3,-346
-13,12,5,-181
19,5,2,85
-19,20,5,-405
-18,15,16,-350
-6,3,6,-48
24,20,-10,530
21,27,-17,652
-22,-4,22,-22
-24,12,-5,-263
-24,-24,-1,581
-14,28,28,-532
9,-20,19,-275
-10,9,-22,20
-5,17,-21,20
-27,-29,-29,928
0,-15,-17,85
21,21,-6,471
-14,-12,-11,223
26,0,15,-75
2,26,2,42
27,-11,-5,-272
-10,5,-22,60
-2,21,7,-77
17,3,-26,181
-12,-14,-3,183
-7,12,2,-94
16,7,0,112
-4,22,-17,-3
6,-13,-21,27
5,-19,8,-135
12,17,19,109
24,-19,-20,-356
10,-9,0,-90
11,-26,-11,-231
-28,-11,19,213
26,4,25,-21
-27,12,-5,-299
-14,21,8,-334
-12,-20,-6,270
-24,-2,26,-82
-4,3,-18,78
-23,0,-10,50
-10,-14,-6,170
15,10,7,115
17,-24,-3,-393
3,9,2,17
16,-20,9,-365
21,-4,1,-89
-25,-10,7,215
-25,6,-7,-115
-23,-25,-3,590
-23,-10,4,210
-27,-28,9,711
7,-20,7,-175
-3,22,7,-101
-2,12,-15,51
-27,3,-5,-56
20,22,-9,485
3,-24,-5,-47
28,-28,-7,-749
28,-7,8,-236
-9,-10,-16,170
11,6,26,-64
-5,-25,-11,180
-5,0,28,-140
-18,-15,-18,360
-25,-5,9,80
4,-15,-27,75
-20,-3,-29,205
0,29,-21,105
19,-6,-15,-39
11,26,21,181
3,25,0,75
27,1,22,-83
18,2,27,-99
5,-29,0,-145
13,-2,0,-26
0,11,7,-35
27,25,-24,795
-3,-28,-14,154
1,-24,-12,36
-1,27,-22,83
26,-21,-24,-426
13,29,-15,452
-9,10,17,-175
24,-22,22,-638
29,5,-29,290
18,-10,24,-300
22,1,26,-108
24,3,-4,92
2,-18,-25,89
-8,-22,1,171
-18,-8,11,89
5,16,10,30
-27,-4,25,-17
-2,-1,29,-143
-14,-16,-9,269
19,26,27,359
-10,-29,-11,345
24,-26,19,-719
-6,16,-4,-76
6,21,22,16
-24,-28,16,592
20,-9,13,-245
-18,4,-21,33
9,9,-1,86
-6,7,12,-102
-27,-7,-10,239
6,-10,7,-95
-1,27,-27,108
-21,22,3,-477
-8,-6,24,-72
-22,3,-25,59
12,-4,-6,-18
-9,25,25,-350
20,-15,-12,-240
17,24,-21,513
20,-5,26,-230
8,10,-7,115
-8,13,5,-129
-12,18,19,-311
-12,-8,-1,101
-15,16,27,-375
4,4,0,16
21,-29,27,-744
-4,-16,17,-21
26,-15,-26,-260
-12,15,4,-200
-20,3,-27,75
-5,17,12,-145
-23,19,16,-517
7,-7,-21,56
15,14,28,70
-7,-22,-8,194
-13,11,13,-208
-9,-4,21,-69
24,3,-3,87
0,16,-23,115
14,-23,-19,-227
-5,8,-20,60
19,-24,29,-601
-12,15,-24,-60
-17,-18,24,186
26,5,-19,225
-13,26,6,-368
3,-26,-27,57
-9,0,-20,100
17,18,7,271
-9,14,17,-211
-16,15,-7,-205
8,-22,0,-176
29,18,-14,592
-29,-10,-3,305
-21,0,20,-100
-23,-6,-10,188
-28,6,13,-233
14,16,24,104
20,1,17,-65
3,18,1,49
-18,-2,17,-49
-24,16,-15,-309
-15,13,-6,-165
-7,-6,-21,147
-1,2,21,-107
-13,-27,-27,486
9,4,-21,141
2,-19,-18,52
-4,-8,25,-93
10,13,-1,135
-25,-7,20,75
-14,-4,12,-4
-9,15,-10,-85
-11,17,-18,-97
16,-18,15,-363
-17,28,-27,-341
-19,6,-28,26
26,22,2,562
23,19,-16,517
-3,-13,21,-66
19,9,10,121
-18,-21,-4,398
-15,24,12,-420
8,-27,1,-221
6,-6,-22,74
-11,28,-26,-178
-1,-24,-1,29
6,-7,-4,-22
6,17,23,-13
-7,-24,-18,258
-20,20,-23,-285
12,21,28,112
28,-10,20,-380
2,-2,9,-49
-16,-12,12,132
-9,29,-17,-176
-5,15,-26,55
