@relation function

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class numeric

@data
22,-19,-19,1.8477061572014575
2,-22,-10,-0.5046599294511812
0,-6,-25,-5.9853874549731465
-29,0,-5,-0.7480575296890003
-26,6,-22,6.79406028270501
6,-13,-18,8.523176949529903
-17,1,-13,-11.21428614055425
-10,10,-23,11.673414021379052
-6,-20,-2,2.786060788105621
18,-7,28,-17.735308055882015
2,0,-11,-0.4161468365471424
10,0,-26,-0.8390715290764524
25,-25,13,2.711775563134523
8,-13,11,-4.767337438901664
18,-12,26,14.611212576255388
23,-10,-11,-6.517065240116465
-7,9,7,3.638731651035601
4,-5,11,9.894523400430911
-8,24,-2,1.6656566902046341
-22,-24,-4,-4.622274274421133
26,2,-8,-6.627460092276813
27,19,-21,-3.4395602116558357
21,10,28,-15.780320365126624
-19,-12,-5,-1.6941599718155054
-18,-2,-21,19.755562671583398
-16,-11,23,22.042115270342794
3,3,23,2.2557676887765004
-11,-25,-7,-0.9220365526963604
-11,22,15,-0.12834394136800736
1,-14,9,-8.375163895385693
8,27,-12,-11.62201117466265
0,16,-1,1.2879033166650653
-14,7,24,15.904415587458772
-20,-19,3,-0.04154956717546504
-22,-5,22,20.096373216194408
8,-24,6,5.287970138231129
-7,8,29,29.445291406421376
-27,-15,4,-2.8932901693623037
25,5,2,-0.9266457374628033
-7,10,-18,10.54628225035196
0,-7,-22,15.45370517181336
25,6,-14,4.903019786648436
7,-22,-28,0.506065594211996
-16,8,3,2.0104152595467606
17,-1,-27,22.444553251761608
3,21,-15,-13.539827074641286
25,-28,-9,3.429354906634295
27,27,-11,-10.81227402118337
2,6,15,-4.60737930953103
16,24,-7,5.381389053722982
-11,-14,-23,22.78839487897007
15,18,-16,11.256108035487996
-17,21,6,4.74477049316474
-6,10,26,-13.184378596473248
21,13,-26,-11.472072217716933
-5,-5,14,13.708602030747166
-18,-2,-27,25.211347232537484
21,10,-13,6.524545181337539
-3,-17,24,22.083547308508916
9,18,-19,13.357627426777167
-12,-29,19,13.452897758778875
26,15,5,3.8983585231142244
-19,28,-17,-3.616693783047104
-22,-2,2,-2.8185556800460008
-26,10,-8,4.999088209443599
15,7,-6,-4.701607505171555
-10,16,7,-2.8543947457319097
5,5,-18,17.544299129399718
16,26,23,16.581184880707475
1,-3,-27,4.350542523484554
19,6,-18,6.018183585767335
27,10,-21,11.13230451994293
4,29,13,-9.28088411563219
-4,8,1,0.33571462575976985
5,21,-4,-3.062960368680998
-6,23,12,-9.194474563451683
19,-20,26,-22.74787190073165
20,-22,19,0.5762569383310656
-20,9,-19,-7.422169157779983
22,10,25,-14.600488598628882
-22,-4,0,-0.9999608263946371
-12,-5,-25,-23.12925290784597
11,-25,16,2.1220536995524193
-6,-15,-7,5.512185167750184
-21,26,12,8.602972145530963
-3,-16,4,0.1616207700598158
-29,6,-28,7.075576419880924
-5,-24,27,24.73427795964207
-9,6,-15,3.280102211099211
-29,-14,-21,20.054696939903277
-7,-11,20,20.753706385357376
28,-20,8,-8.266167872134588
29,-23,11,8.560366916237877
-17,-27,24,-23.22818561975967
19,21,21,18.55847302744385
-10,-26,-1,-0.07651307859684975
-14,6,13,-3.4956642583782025
-8,24,-5,4.382391776224505
6,-3,22,-2.144469890666713
24,-29,-19,-12.184864792709385
-29,-17,-20,-19.976007367280136
17,14,-13,-13.153058962084911
-15,28,-24,-7.261426832247678
7,17,-24,23.827442059452668
-27,-5,18,16.96849813520266
0,24,7,-5.339048534046367
2,22,-16,-0.2745258879006804
-11,18,2,-1.4975487955553013
-15,-9,25,-11.062650043902735
12,9,0,0.8438539587324921
-17,-9,-21,8.379324852025292
-1,-7,9,-5.372577082600962
-25,-29,16,11.609344959270954
10,-24,-3,-3.555806615096324
12,-26,20,-14.407315050859562
12,-11,-28,-27.155871824687207
-29,-11,7,6.251873916165924
-18,-8,0,0.6603167082440802
19,15,-17,-10.066188664484315
-28,26,13,8.950653989921268
8,-10,11,5.838732185974454
-16,0,8,-0.9576594803233847
-19,-17,-1,0.027307126307112406
10,-1,27,-23.55878811888966
-19,3,-9,-0.2813754543521356
-25,14,13,13.869098435896788
-1,-20,-18,16.973316818965436
27,-10,-28,-15.524729913636191
-1,15,-15,-9.214015296488613
0,-6,16,5.470647971182814
-23,-27,-14,12.856429977329645
9,28,7,0.9852102562704063
-11,-26,-10,7.630010202784078
20,16,-11,3.5750185451291103
-19,29,14,-8.302169760794875
11,27,16,15.3064405524601
6,1,17,15.265177028384606
-26,-25,-17,-1.6030604293335013
-4,-16,-11,-3.82058010417933
-2,-17,-3,-3.300339312185813
-8,19,-2,-0.4452544531345182
-17,-27,-21,19.808731158442967
27,6,10,-3.086293790723095
17,17,-3,2.6090291375870733
-7,13,-19,-7.229271445362873
24,-7,21,-13.372539565757572
-22,0,-10,-0.9999608263946371
-4,-20,20,-18.912548635416165
-14,-15,-18,11.841918341035937
-3,-17,-14,-14.449557382914241
9,-19,-22,2.3861683507002747
-7,-3,-6,1.600622302702508
26,-28,9,-1.7912327724421813
25,5,10,-8.598039934767911
-17,5,-4,3.560533760600957
-8,16,-4,1.0061132328516478
15,-17,7,5.970094530298077
24,7,22,14.877884179150357
9,23,-21,16.859498225793907
8,7,-8,-5.401392823558926
-15,1,-18,-15.906165639400959
-11,-14,-21,20.807180167580327
28,-8,19,-19.76041255215782
9,-17,27,25.046602018863357
-1,-27,7,-6.154329192963381
8,21,-6,-5.1654338650249505
15,-28,-10,1.9493699702198692
24,9,-10,-3.6970058450805694
6,-24,6,6.393640458690109
-8,-6,-26,-7.410302986980686
-27,19,-28,-4.488700679296501
-13,3,-13,-0.9271133233280776
12,-28,-12,4.094723418426921
27,-3,-16,1.9657813202240393
-28,-11,4,3.0373549598892473
-6,-26,20,-14.290998722941689
-6,2,28,26.420498237769454
-28,3,23,2.2831543190633794
25,-22,-25,0.7699200796033767
-28,22,-21,-0.7767283712150852
-4,28,15,3.409943203754424
11,28,-1,-0.2664800903198183
-9,-26,-16,11.289804945788966
19,-8,-26,26.712019030394597
27,3,-23,-3.5378989941107823
-8,3,8,0.9834600306703242
-13,-26,5,-2.9053454709478173
6,18,25,-17.814510882641535
26,26,22,17.423205232879898
8,22,-3,-0.1189461059374019
22,-24,29,25.261811671797457
-24,-22,-27,0.18519365649609232
-8,-21,-7,5.711089435943778
-21,-22,-27,-0.786714611065173
28,26,23,16.576238494717295
-12,26,-12,-8.30684744702274
22,-1,-21,16.670929854571188
21,-12,6,2.6717082477783416
-18,-2,-22,20.66486009840908
13,-25,-29,-2.9307539713852218
4,11,-25,24.346111542903976
20,6,22,-5.739058898562977
11,-23,4,3.3893073146887334
9,-2,6,-6.366914822838766
-12,1,-1,0.0023829739245956327
15,22,14,-0.8836062429244755
-18,-11,8,8.660238360649707
-1,0,22,0.5403023058681398
9,2,17,14.546925994151911
-28,25,9,-2.1537716171935237
29,29,-10,5.888281312440675
8,22,29,-0.40218800323032594
22,-1,-11,8.256220006492224
-3,-13,26,-11.91433545409311
-3,-24,-10,-10.045776116666683
-28,19,-6,-1.8618691242912806
-20,-26,3,-1.879593289625416
5,-23,-7,-5.639880643762968
-9,27,11,9.609004950564856
-23,17,7,-7.262615463490295
26,-2,-6,6.1027038832827305
0,22,21,0.8141225049015186
24,21,11,9.627391031233614
3,23,-1,-0.14377209242527478
25,23,-26,22.99293332041791
-14,29,-9,6.109442176124541
28,-8,29,-29.653995018391637
-14,-4,-24,-18.02652266918244
-23,2,-1,-1.4421304471590792
-14,8,2,2.115453711454597
16,27,-19,-19.12880212000894
14,-7,0,0.1367372182078336
-9,10,-22,11.057334177681458
6,17,8,-6.731009648386088
-4,21,3,1.8563232947445565
-28,16,0,-0.9626058663135666
19,3,26,4.657824827743217
-29,6,-18,4.281421437891665
29,0,-12,-0.7480575296890003
-6,23,27,-21.88778062607924
-22,21,14,10.713218113110146
8,7,18,11.68025874312959
8,22,17,-0.29597229174547945
-17,-4,13,9.56326910095147
7,21,18,15.813703747992314
-3,9,-3,-2.2263479523257153
0,-28,1,0.729094211692131
0,-7,4,-1.6279463948751562
3,-26,-23,16.548851864430414
11,12,-25,13.418748647998925
2,10,-1,0.12787427434222737
-2,-7,0,-0.4161468365471424
18,20,-16,-13.946807303397962
-28,-8,3,-3.930680606183712
23,-5,26,24.3991981209082
-12,28,-25,-5.928790748964234
-21,8,27,26.16494339860704
13,-28,-4,1.9910699346816725
20,-15,-2,1.7086577421276257
-9,-21,1,-1.747785900420733
-24,-1,-23,19.778011657918615
15,-23,29,23.780703808221126
10,17,29,-28.7195987935836
10,-29,20,12.433606155182899
-26,-18,-7,-4.6099914050730915
12,-12,15,8.892447728739016
0,-13,1,0.5798329631733591
-11,26,-4,-3.04580810393036
-18,26,-1,-0.10224174223552251
19,9,-18,-6.429428116164949
-21,24,-16,13.941524531881713
-10,19,28,3.357490341486213
26,-29,-29,-18.59846331984742
-25,-3,-3,1.4145628360430753
28,2,-17,-16.420662122350155
6,-6,24,7.666142243424587
-6,-23,26,22.961900795204805
-15,29,19,-13.368731712905204
0,2,-17,-14.458056256036588
-28,-17,17,15.3811514956389
8,3,6,0.7012200145505897
-20,5,-9,9.038400533781639
13,-17,10,10.521421700245764
11,21,10,8.370982083348611
29,-25,-20,-3.395092531644461
-23,-5,-28,-27.382712710901277
-7,-29,-16,-9.864239893064177
27,-13,17,-7.434978434786731
20,11,4,-3.591878764389422
-15,-17,20,18.468261924732314
11,11,-12,12.004308176596492
14,4,9,-6.674485239563521
-1,-9,20,-7.702067398966992
-10,-19,11,-2.487720835368928
4,12,22,-12.45824781687318
7,7,0,0.7539022543433046
-27,8,-13,-13.1537960148378
14,-6,-25,-6.848650236765313
2,-3,-11,1.136173252111397
25,-11,-17,-16.008630699498486
0,-11,-1,9.793449296524592E-6
20,11,19,-18.591731862649976
6,7,-13,-7.580655496693891
16,18,-6,3.548264000306671
17,29,16,-10.893305485459077
-8,-26,15,-11.583876791002654
-12,-12,13,7.819301892738146
7,18,-21,16.524634436548503
24,-9,25,-9.878783123706917
-21,14,-25,-25.31291315259603
16,-4,-15,-12.309696909942307
-7,15,-7,-3.798112626756513
-26,11,-28,28.646645105748338
-25,27,20,20.118721379953534
4,0,11,-0.6536436208636119
-13,0,23,0.9074467814501962
16,-11,-21,-21.957453817888158
-9,0,-3,-0.9111302618846769
18,-6,-10,-2.1338382737451784
7,26,-28,-20.59773435908557
6,-21,-11,10.163382310546982
8,-28,8,-2.312746340271566
27,10,25,-13.892666580968081
-10,21,10,7.527484856284108
-1,16,-7,2.555625522523597
27,-7,25,-16.71680377670356
-23,-8,0,-0.5328330203333975
-26,-15,-19,13.002388285313861
-13,-22,24,1.1198782044198892
-24,-22,17,0.5746512652738629
28,-23,-1,-1.8088262704887372
-16,25,21,-3.7370462323766183
1,9,-29,-11.4111337661428
24,3,-20,-2.3982211538603475
-18,9,-6,-1.8123942032064595
24,14,-21,-20.37857546225528
-21,4,25,-19.467791642922474
23,-16,4,0.6187802463268637
-6,3,-2,0.6779302705306316
11,4,20,-15.131624208170514
26,25,27,-2.9265779303112316
-15,-1,-7,5.130608980796454
-27,23,6,-5.36946123378486
-29,28,-22,-6.707984872462119
20,0,28,0.40808206181339196
-14,6,4,-0.9809247745878699
16,-2,-1,-0.04836205349770295
15,12,16,-9.34485460086578
18,-16,-17,-4.23403967506203
-24,-11,-28,-27.575546776082703
29,24,6,-6.1815277017287436
9,24,-14,11.766966806208057
-8,-2,-12,10.766069088099567
-24,27,22,21.464449432236062
25,6,18,-4.038276155717192
3,-14,11,-11.886673409244018
6,27,-3,-1.9089574985631432
-11,-29,18,11.949835613821467
27,-18,-18,-13.809909250624006
28,-11,24,23.037159090903316
-12,-24,5,5.371745768765611
18,-22,-29,0.40362873882236777
-16,-8,2,-2.936375973570148
19,29,26,-16.265776371350487
-12,-14,-24,24.61843049540938
-17,-21,13,-11.151686639020326
28,15,4,1.6385454943149007
-23,4,11,-8.857660468720608
17,5,26,-25.207194479293197
6,-28,8,-1.2070760198125865
22,-6,-29,-9.103010274163488
19,18,-17,13.755487813305162
9,-13,26,-11.835473219377342
12,19,-14,-1.2544269765488405
-1,14,-3,-2.4315197612164714
1,14,-25,-24.22488158650362
14,12,-27,14.624206004219577
-23,1,-4,-3.8987169595649833
-29,-25,-21,-3.527444281742234
17,-6,12,3.0778226403355133
6,-5,3,3.836943110639781
-5,-19,23,-3.163513636784678
28,27,27,24.859544200608013
29,23,-15,11.94524853293856
-18,16,-17,5.554673091550191
-23,20,18,15.9001814927639
-5,25,-21,3.06304893751646
18,27,25,24.56971491835666
1,-19,-21,3.687723708790139
5,14,-6,-5.659981948705996
20,29,22,-14.191863390871895
9,0,17,-0.9111302618846769
-8,-27,1,-1.1018759622131165
-14,24,26,-23.408300193964386
26,25,-15,2.6321955737952356
-13,3,0,0.9074467814501962
25,15,-13,-7.462539110179044
-18,-19,29,-3.686122371981538
-23,12,-10,4.832896159670952
-19,0,0,0.9887046181866692
2,-26,3,-2.7038221879859505
10,-2,6,-6.294856090030542
6,-23,-1,0.11394988247519533
29,6,-28,7.075576419880924
-10,-7,-20,12.300660445299329
3,-29,-15,-10.944500759794959
-16,17,-13,11.540507914110854
28,12,0,-0.9626058663135666
7,7,29,19.806513617188187
9,-6,-14,-4.822947236669639
-15,23,29,-25.300079633938772
18,0,27,0.6603167082440802
19,8,19,19.786511304030924
18,-8,25,-24.073639457340462
-8,14,-11,-11.042180946452186
-14,0,-28,0.1367372182078336
1,29,13,-8.086938188900438
-28,2,-28,-26.422933817432654
22,19,-19,-3.8476278099907315
22,0,-18,-0.9999608263946371
9,-4,9,5.900092195886677
-10,25,20,-3.486106531031913
12,19,19,3.691520942328587
10,-10,16,7.865266245153464
-28,2,-10,-10.055580134570384
-21,-16,-19,-6.0178922768605085
-24,-24,-23,-20.404123318815355
26,-9,2,-0.17731764815487283
15,15,4,1.8414634477696459
16,13,-18,-8.520666143202922
-9,24,18,-17.211540778003904
3,-11,12,11.009889982007996
-24,-21,-4,3.770801561481221
-11,-4,-1,-0.7523767973198774
20,-20,15,-13.286096699101023
-16,-18,3,1.2953022599916433
-22,1,-15,-13.622025598513085
16,9,20,7.284710224511748
-9,-10,-17,-10.159489147003963
2,-14,-5,4.5368899419272095
-7,-5,14,14.178842099627243
-2,-15,1,-1.0664346767042592
-16,17,8,-8.64883941535984
27,4,21,-16.184991210200327
-16,11,0,-0.9576594803233847
8,-23,-17,-14.531246904786514
-3,-12,-7,-4.74600292260349
12,1,-5,-3.3635009653069905
9,-13,-22,8.332544548301422
-3,19,5,-0.24060644828568367
9,-22,-19,-1.0793051384023507
-15,6,-22,5.387453047517548
-19,-5,2,2.9065531675129463
-1,25,0,0.5403023058681398
9,6,-29,7.191919185884173
4,-5,17,15.648069048409742
-11,24,-4,3.6267391460145464
4,-28,28,-8.239005693483945
26,1,25,21.68369394252605
-26,27,12,12.123430463182677
8,18,-10,7.364372433908147
27,26,-5,-4.1049310611318495
-27,21,-18,-15.351940302382847
6,4,-1,1.7169727819582943
25,17,-24,24.064742616972836
-3,14,18,16.84093990590722
-18,-12,1,1.196889626244515
22,26,16,11.200974381279005
-5,-17,11,10.859034596138352
3,-2,-3,1.7378997838765995
5,23,-2,1.9761029938135675
-18,21,-15,-11.88951786979676
5,-2,-24,22.106800429279584
2,25,4,-0.9455538369382346
8,-29,2,1.1817677346173214
-10,4,-18,12.783373386466256
-8,4,4,-3.1727100150403262
-11,-2,7,-6.360656289791721
18,-10,-4,-1.515767735313399
26,-27,2,-1.2658325344803658
14,-14,25,-24.628446674163925
16,8,-13,-13.819316686427348
22,27,-14,-14.38922382405768
-16,19,5,-0.20827343200862292
8,29,16,-10.763642181216094
23,3,9,0.7372470522054073
2,-15,-21,13.23989780675231
-9,3,-27,-4.721370479501092
-3,-13,-4,0.6906756507061182
0,5,-26,25.9320311412416
-22,-4,-15,-12.35199825601356
-15,17,28,-27.678817685486415
-13,6,-23,7.334003240025491
-15,14,-7,-7.693939402722913
-11,10,-11,5.9886579177711186
-3,1,17,13.315014245133796
6,3,-13,-0.8743898181279078
-11,8,-13,-12.857231508115913
-8,24,-28,25.210694102376856
-24,13,11,5.046016412430047
20,-1,-9,7.981320925084461
-27,17,11,-10.867511219408962
2,0,-21,-0.4161468365471424
-1,18,-23,17.813008981616687
29,-8,21,-21.524580708780018
2,1,-23,-19.76997948712876
-20,20,-15,-13.286096699101023
8,-12,-29,-15.706114655821226
27,20,-28,-25.85460582910741
19,16,4,-0.162908648473592
-15,-20,-23,20.238052853876614
-13,-26,4,-2.1427870204682145
-18,-21,-15,13.21015128628492
26,-1,28,-22.914268252292462
-28,1,-7,-6.852902759968842
-15,0,-18,-0.7596879128588213
0,-8,-20,20.787164932467636
21,28,-20,-5.96584502638165
-19,-16,-22,-5.345168348444767
-12,26,-25,-18.220107303257574
20,2,1,1.3173794886390737
-23,-19,16,-2.9308683749406352
-11,12,-12,6.4433007139932705
25,-11,-14,-13.008660079846376
-19,0,14,0.9887046181866692
-9,8,12,10.961168697595904
-29,-23,7,5.175485299537194
-2,-8,6,-6.352296316287433
-29,-14,-29,27.979555785462242
-21,27,-12,-12.024240401078305
-5,-21,17,-13.939483669649727
19,-9,-2,1.8129415886701823
18,-1,21,-17.010573972721744
4,-23,-3,-3.192304833389124
-29,25,-9,0.44310822119095705
1,0,-3,0.5403023058681398
-6,10,-22,12.928634726216501
-19,26,-5,-2.8240876342113443
24,-1,2,-1.2587629622787961
-21,-4,-16,-12.65656918515112
12,10,-12,7.372107289404929
21,-8,-13,12.313927945879694
8,20,9,8.071007222740036
15,5,8,-8.43108211016393
9,-29,-26,-18.165611251421833
-15,-8,-9,8.144536306751615
-13,21,-4,-2.439175772694028
-25,-22,4,1.026608049025089
-28,-15,22,-15.268938349770137
28,-5,-15,-15.346469986260644
13,15,-3,-1.0434167390211542
28,16,21,-7.008575516279938
27,18,-3,1.9608229315811918
-19,-15,-20,13.994461421329007
-16,-17,-4,-4.803249447841612
-8,-25,-6,-0.9396105343952518
-12,-23,-19,-15.23433372059575
17,26,13,9.638096518183238
-17,18,3,-2.528125078366625
-5,7,-6,-3.658257406849508
19,2,-28,-24.471623332932417
-23,-28,15,-4.596419844951433
1,17,-23,22.652444619097945
7,20,-19,-16.59205750948162
-24,-26,-5,4.236971259735011
20,11,28,-27.591643721606307
14,0,20,0.1367372182078336
-9,10,27,-15.59970025589766
7,-13,9,-3.0276010770964636
21,-5,4,3.2879678384282855
-15,9,-16,-7.3535836767269265
10,-19,-25,2.907858712497356
0,14,-26,-24.75579124806663
-11,-16,16,4.610878764629096
-4,28,-6,-2.2790783507108263
-9,-26,-13,9.002129594350157
28,-13,4,-2.6432740136201303
-22,22,29,-1.2566487958163495
10,-25,12,0.749149472096824
23,-11,17,16.46700049102856
-16,-17,13,11.540507914110854
23,24,3,-3.2495681063532693
-16,1,27,21.76205710948982
-21,17,-9,8.104848166691742
16,-3,11,-2.509979568981924
3,29,22,-15.589937949285732
9,-17,-8,-8.602310196921131
-14,-7,-23,15.247428988739983
21,6,-7,1.4081792271682128
-11,19,-2,-0.29532872133785393
4,-12,-10,-6.019372800867961
-23,16,-7,1.4824901963220596
9,17,24,-23.98467006699404
14,26,10,7.76232172300386
-27,0,21,-0.2921388087338362
-27,18,-5,3.462797425124544
17,5,-11,10.273003683242926
-12,-2,0,0.8438539587324921
-13,-1,-21,18.578337462416023
3,-22,-21,-1.1758699916989268
7,20,7,7.144519009436698
10,-26,-17,12.124422129076793
4,-20,23,-21.651384387599048
-10,23,-3,1.6995896834490596
-8,8,0,-0.14550003380861354
7,5,10,-8.835340492288081
9,12,25,-14.325453211895551
8,6,-3,0.692746460788164
26,17,-5,5.453906781726425
-19,24,14,-11.689392449906066
7,-10,-5,-1.966203300103544
-3,19,19,1.8576744869956492
-3,28,5,0.3645364449388999
-14,16,-10,3.0157703848584867
-19,-10,25,14.589232390420914
13,7,9,6.820326169919298
-4,-28,-17,3.9517547803701616
-22,-1,0,-0.9999608263946371
11,-25,6,0.798536198574689
-5,8,-16,-15.546069760510882
0,27,13,13.43288706925854
7,16,14,-3.2767441789676095
-8,1,7,5.744796859846661
-21,4,7,-5.8453467273797655
28,-7,-3,1.0083539298428006
20,7,-25,-16.016582906156334
5,-2,-6,5.7394467464173164
20,-13,5,-1.6927531223198127
-19,-11,17,17.98853812954863
16,1,4,2.4082244589082014
20,-18,-3,-1.844879678501636
2,-25,-27,-3.9896440891870144
-27,7,-20,-13.431870783109618
0,3,29,5.092480233736149
-29,-22,13,-0.63299050891375
-9,21,17,13.312015593228276
5,12,14,-7.228358666542863
6,-27,9,-7.647213068990161
-22,-24,-22,-20.922684790540362
2,15,-24,-16.023055000317946
-8,6,27,-7.689718485179612
0,12,1,0.46342708199956506
-27,14,-2,-2.273353520123577
24,-21,24,-19.65555631752835
7,-20,-3,3.4927380065261877
-11,3,-17,-2.394614439029692
-6,-24,-6,-4.473299885389377
-7,-13,16,-5.96877033488295
19,19,11,2.637353924479145
-29,-14,-16,15.101660161428926
2,4,21,-16.308999238013634
-29,22,18,-0.9073810969162701
-2,-28,-7,1.4801936816079408
2,18,-18,13.101623605343027
6,-22,27,1.1991556374912706
8,-5,4,3.6901970648439404
-29,-20,-11,9.294340228314905
14,-24,11,10.098099200280696
0,15,11,8.153166241728286
-14,-21,16,-13.249752998369063
-16,-28,12,-4.208528940017813
-21,9,-17,-7.55374350933413
-13,-3,-11,2.4597668701087354
11,-29,28,18.58617445595114
15,27,-23,-22.75633426616239
-17,9,29,11.676272733959344
-20,-23,-7,-5.515460767412803
26,0,9,0.6469193223286404
28,17,10,-10.576580785109135
2,-15,-18,11.28903428628096
7,-24,29,27.0156747525354
22,24,12,-11.866901170474124
0,2,27,25.551030524293406
10,-12,17,8.28266807693094
-25,13,29,13.17604687983606
-1,12,-17,9.662041911875534
29,-28,-17,3.857340871544773
-9,-29,7,3.7343069276060956
2,-8,-8,7.498719136439912
10,17,-21,19.35027580039424
-15,15,-15,-10.514005515215574
-5,1,6,5.332488094310605
22,8,2,0.9787556668521264
0,25,9,-0.19116575087995735
-19,21,-6,-4.031229213029667
-20,2,-9,-7.775594779617743
13,-1,-22,19.41980844722392
18,-17,-19,-17.6062356374675
-11,-8,9,-8.899798521622385
20,20,-1,-0.5048631889142356
4,19,19,2.1940233627324828
-19,6,4,-0.12895737460903423
13,-2,29,-25.46217859649457
-7,-27,7,-5.9407292444882165
20,27,0,0.40808206181339196
2,2,21,18.679099126792174
8,-10,14,7.470795518642563
24,-22,-15,0.29140936798093886
17,25,-19,2.2395199138060904
-13,-6,13,4.5398482580362325
4,-13,-28,11.111033410282333
-23,-7,-6,3.409086571979337
-11,-2,-13,11.825292246721913
5,5,-5,5.078283558778919
27,-7,-5,2.992794184860109
19,9,-28,-10.550612968582517
-4,12,9,-5.482799882867527
14,24,-18,16.437147734327063
-18,-19,-28,4.856878578806746
-20,20,14,13.18931557200018
7,-7,-6,4.695821846656039
-7,15,23,15.710522577956992
14,-3,-7,1.124577274626904
1,6,-18,5.569781273448806
21,23,27,-23.395680172953877
24,-9,3,-0.8121764483882729
8,9,-10,-4.26668488622618
-17,23,-27,22.57278757467801
-15,-18,-17,-13.526471107977313
-6,2,-5,-3.586316847478043
25,21,-25,-19.925188151537927
8,28,2,0.39631154280712455
-24,-4,3,2.6945864932607813
-21,-15,-2,0.7528464200899653
-24,-14,-10,10.3302525642857
16,1,21,16.71323120064244
-5,-15,27,-17.27410949877893
-22,-1,-24,19.195342808994877
-27,16,6,-2.019558708724228
20,1,7,6.298378955468667
-6,2,22,20.964713676815364
-9,21,5,3.272147930795603
11,-22,-27,-0.23455965285285388
10,18,23,-18.111778204825
-8,28,-7,-2.0418405519636966
-27,12,-27,14.195329977277906
2,1,3,2.1082661178765467
10,17,28,-27.758201301704045
25,-19,15,-1.2569553330808114
3,-8,-15,13.850381202750281
28,23,-8,5.8071573670877985
-16,12,11,-6.8599615783281696
-24,-14,29,-28.303434307814246
17,9,4,1.3733106029154294
-26,7,-7,-3.951986868702883
-4,11,-26,25.34610174945468
13,26,-26,-18.91907293101947
-21,0,-21,-0.5477292602242684
2,-16,8,1.88707969677338
16,2,22,19.04688390984161
